GENE.SET	NR.GENES	NR.SIG.GENES	P.VALUE
NONSENSE MEDIATED DECAY (NMD) INDEPENDENT OF THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975956	91	53	0.0632432432432432
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	91	53	0.0632432432432432
REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS%GOBP%GO:0051043	21	16	0.0639923954372624
SYNDECAN-1-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-1-MEDIATED SIGNALING EVENTS	37	25	0.0639923954372624
ARTERY DEVELOPMENT%GOBP%GO:0060840	37	25	0.0639923954372624
POSITIVE REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045624	16	13	0.0639923954372624
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002429	194	103	0.0644318181818182
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	169	91	0.0658867924528302
REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903670	54	34	0.0669924812030075
ESTABLISHMENT OF PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:0090150	184	98	0.071123595505618
POSITIVE REGULATION OF IMMUNE RESPONSE%GOBP%GO:0050778	416	206	0.0728731343283582
ANIMAL ORGAN MORPHOGENESIS%GOBP%GO:0009887	340	171	0.0729368029739777
COLLAGEN DEGRADATION%REACTOME%R-HSA-1442490.3	30	21	0.0733333333333333
REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031347	425	210	0.0750553505535055
MESODERM MORPHOGENESIS%GOBP%GO:0048332	23	17	0.0770955882352941
PLATELET ACTIVATION, SIGNALING AND AGGREGATION%REACTOME%R-HSA-76002.2	214	112	0.0771897810218978
REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION%GOBP%GO:0032680	66	40	0.0771897810218978
SYNTHESIS OF DNA%REACTOME%R-HSA-69239.2	110	62	0.0778909090909091
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION%GOBP%GO:0010634	108	61	0.0785869565217391
MESODERMAL CELL DIFFERENTIATION%GOBP%GO:0048333	13	11	0.0786281588447653
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GOBP%GO:0002764	289	147	0.079375
BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS%REACTOME%R-HSA-2173782.1	32	22	0.079375
DNA STRAND ELONGATION%REACTOME%R-HSA-69190.2	32	22	0.079375
DEFECTIVE B3GALTL CAUSES PETERS-PLUS SYNDROME (PPS)%REACTOME%R-HSA-5083635.1	32	22	0.079375
PLACENTA DEVELOPMENT%GOBP%GO:0001890	32	22	0.079375
NEGATIVE REGULATION OF CELL PROLIFERATION%GOBP%GO:0008285	380	189	0.079375
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	94	54	0.079375
BASEMENT MEMBRANE ORGANIZATION%GOBP%GO:0071711	7	7	0.079375
EPITHELIAL TO MESENCHYMAL TRANSITION INVOLVED IN ENDOCARDIAL CUSHION FORMATION%GOBP%GO:0003198	7	7	0.079375
DEGRADATION OF THE EXTRACELLULAR MATRIX%REACTOME%R-HSA-1474228.4	84	49	0.079375
NEGATIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002695	82	48	0.079375
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	86	50	0.0794117647058824
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	135	74	0.082551724137931
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GOBP%GO:0015980	133	73	0.0838144329896907
METANEPHROS DEVELOPMENT%GOBP%GO:0001656	34	23	0.0844897959183673
ARTERY MORPHOGENESIS%GOBP%GO:0048844	34	23	0.0844897959183673
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045669	34	23	0.0844897959183673
RESOLUTION OF AP SITES VIA THE MULTIPLE-NUCLEOTIDE PATCH REPLACEMENT PATHWAY%REACTOME DATABASE ID RELEASE 65%110373	25	18	0.0851351351351351
NEGATIVE REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002762	25	18	0.0851351351351351
DERMATAN SULFATE BIOSYNTHESIS%REACTOME%R-HSA-2022923.1	10	9	0.0854697986577181
REGULATION OF GRANULOCYTE DIFFERENTIATION%GOBP%GO:0030852	10	9	0.0854697986577181
HALLMARK_COMPLEMENT%MSIGDB_C2%HALLMARK_COMPLEMENT	177	94	0.0866889632107023
REGULATION OF ENDOTHELIAL CELL MIGRATION%GOBP%GO:0010594	123	68	0.0879
HEART MORPHOGENESIS%GOBP%GO:0003007	121	67	0.0888039867109635
POSITIVE REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045621	53	33	0.0891059602649007
PID_AMB2_NEUTROPHILS_PATHWAY%MSIGDB_C2%PID_AMB2_NEUTROPHILS_PATHWAY	36	24	0.0897029702970297
CILIUM ORGANIZATION%GOBP%GO:0044782	256	131	0.0929605263157895
AMB2 INTEGRIN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AMB2 INTEGRIN SIGNALING	27	19	0.0958823529411765
POSITIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048661	38	25	0.0958823529411765
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	61	37	0.0970358306188925
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708	103	58	0.0973051948051948
AXONEMAL DYNEIN COMPLEX ASSEMBLY%GOBP%GO:0070286	20	15	0.0978387096774194
DNA STRAND ELONGATION INVOLVED IN DNA REPLICATION%GOBP%GO:0006271	20	15	0.0978387096774194
REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048660	65	39	0.0986261980830671
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME DATABASE ID RELEASE 65%72689	97	55	0.0986261980830671
PLATELET ACTIVATION%GOBP%GO:0030168	97	55	0.0986261980830671
NEGATIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903038	67	40	0.099171974522293
NON-INTEGRIN MEMBRANE-ECM INTERACTIONS%REACTOME DATABASE ID RELEASE 65%3000171	40	26	0.0993987341772152
REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904035	40	26	0.0993987341772152
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250	73	43	0.100471698113208
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%R-HSA-1236975.1	85	49	0.100471698113208
POSITIVE REGULATION OF COAGULATION%GOBP%GO:0050820	15	12	0.101775700934579
POSITIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030194	15	12	0.101775700934579
POSITIVE REGULATION OF HEMOSTASIS%GOBP%GO:1900048	15	12	0.101775700934579
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY%GOBP%GO:0090109	42	27	0.101871165644172
REGULATION OF FOCAL ADHESION ASSEMBLY%GOBP%GO:0051893	42	27	0.101871165644172
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	29	20	0.101871165644172
NEGATIVE REGULATION OF COAGULATION%GOBP%GO:0050819	29	20	0.101871165644172
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS%GOBP%GO:1903672	29	20	0.101871165644172
RESPONSE TO HYDROGEN PEROXIDE%GOBP%GO:0042542	44	28	0.106788990825688
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	46	29	0.11140243902439
CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS%GOBP%GO:0035924	31	21	0.112090909090909
ACTIVATION OF PHOSPHOLIPASE C ACTIVITY%GOBP%GO:0007202	22	16	0.112090909090909
POSITIVE REGULATION OF PHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:1903727	33	22	0.12144578313253
SPLICEOSOMAL SNRNP ASSEMBLY%GOBP%GO:0000387	33	22	0.12144578313253
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0072599	100	56	0.123243243243243
POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867	194	101	0.123413173652695
NEGATIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043407	56	34	0.123718309859155
BIOLOGICAL ADHESION%GOBP%GO:0022610	470	228	0.123718309859155
CILIUM ASSEMBLY%GOBP%GO:0060271	252	128	0.123718309859155
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	24	17	0.123718309859155
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	24	17	0.123718309859155
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME DATABASE ID RELEASE 65%389957	24	17	0.123718309859155
TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME DATABASE ID RELEASE 65%174417	24	17	0.123718309859155
CRISTAE FORMATION%GOBP%GO:0042407	24	17	0.123718309859155
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043552	24	17	0.123718309859155
LYMPHOCYTE PROLIFERATION%GOBP%GO:0046651	24	17	0.123718309859155
B CELL MEDIATED IMMUNITY%GOBP%GO:0019724	24	17	0.123718309859155
PID_FRA_PATHWAY%MSIGDB_C2%PID_FRA_PATHWAY	35	23	0.123718309859155
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	35	23	0.123718309859155
REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	35	23	0.123718309859155
TISSUE MORPHOGENESIS%GOBP%GO:0048729	222	114	0.123718309859155
POSITIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS%GOBP%GO:0090050	17	13	0.123718309859155
PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048008	17	13	0.123718309859155
NEGATIVE REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032693	12	10	0.123718309859155
INNER DYNEIN ARM ASSEMBLY%GOBP%GO:0036159	12	10	0.123718309859155
REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:0072593	62	37	0.123718309859155
HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	86	49	0.123718309859155
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	188	98	0.12453781512605
HALLMARK_IL6_JAK_STAT3_SIGNALING%MSIGDB_C2%HALLMARK_IL6_JAK_STAT3_SIGNALING	82	47	0.12453781512605
MYELOID LEUKOCYTE ACTIVATION%GOBP%GO:0002274	455	221	0.124653739612188
B CELL ACTIVATION%GOBP%GO:0042113	68	40	0.124653739612188
CELL-MATRIX ADHESION%GOBP%GO:0007160	76	44	0.124653739612188
CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN%GOBP%GO:0071219	76	44	0.124653739612188
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007186	407	199	0.129779005524862
REGULATION OF CELL-SUBSTRATE ADHESION%GOBP%GO:0010810	115	63	0.133884297520661
HALLMARK_OXIDATIVE_PHOSPHORYLATION%MSIGDB_C2%HALLMARK_OXIDATIVE_PHOSPHORYLATION	197	102	0.134021739130435
IL12 SIGNALING MEDIATED BY STAT4%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12 SIGNALING MEDIATED BY STAT4	26	18	0.134021739130435
REGULATION OF SYNAPSE ASSEMBLY%GOBP%GO:0051963	26	18	0.134021739130435
NEGATIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001937	26	18	0.134021739130435
DEFENSE RESPONSE TO GRAM-NEGATIVE BACTERIUM%GOBP%GO:0050829	26	18	0.134021739130435
IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GOBP%GO:0002757	268	135	0.136829268292683
CIRCULATORY SYSTEM PROCESS%GOBP%GO:0003013	193	100	0.138636363636364
FGFR2B LIGAND BINDING AND ACTIVATION%REACTOME%R-HSA-190377.2	6	6	0.138636363636364
DEFECTIVE CHST14 CAUSES EDS, MUSCULOCONTRACTURAL TYPE%REACTOME DATABASE ID RELEASE 65%3595174	6	6	0.138636363636364
DEFECTIVE CHST3 CAUSES SEDCJD%REACTOME DATABASE ID RELEASE 65%3595172	6	6	0.138636363636364
DEFECTIVE CHSY1 CAUSES TPBS%REACTOME DATABASE ID RELEASE 65%3595177	6	6	0.138636363636364
METANEPHRIC GLOMERULUS VASCULATURE DEVELOPMENT%GOBP%GO:0072239	6	6	0.138636363636364
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART PROCESS%GOBP%GO:0086103	6	6	0.138636363636364
REGULATION OF T-HELPER 1 CELL DIFFERENTIATION%GOBP%GO:0045625	6	6	0.138636363636364
REGULATION OF RELAXATION OF MUSCLE%GOBP%GO:1901077	6	6	0.138636363636364
NEGATIVE REGULATION OF RECEPTOR BIOSYNTHETIC PROCESS%GOBP%GO:0010871	6	6	0.138636363636364
GLOMERULUS MORPHOGENESIS%GOBP%GO:0072102	6	6	0.138636363636364
POSITIVE REGULATION OF T-HELPER 2 CELL DIFFERENTIATION%GOBP%GO:0045630	6	6	0.138636363636364
METANEPHRIC GLOMERULUS DEVELOPMENT%GOBP%GO:0072224	6	6	0.138636363636364
COMPLEMENT RECEPTOR MEDIATED SIGNALING PATHWAY%GOBP%GO:0002430	6	6	0.138636363636364
BLOOD VESSEL ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0060837	6	6	0.138636363636364
BIOCARTA_TCAPOPTOSIS_PATHWAY%MSIGDB_C2%BIOCARTA_TCAPOPTOSIS_PATHWAY	9	8	0.138636363636364
CROSSLINKING OF COLLAGEN FIBRILS%REACTOME%R-HSA-2243919.2	9	8	0.138636363636364
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0045987	9	8	0.138636363636364
REGULATION OF CILIUM MOVEMENT%GOBP%GO:0003352	9	8	0.138636363636364
MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0060537	101	56	0.138636363636364
CARDIAC EPITHELIAL TO MESENCHYMAL TRANSITION%GOBP%GO:0060317	19	14	0.138636363636364
REGULATION OF SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006940	19	14	0.138636363636364
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	130	70	0.138636363636364
NEGATIVE REGULATION OF BLOOD COAGULATION%GOBP%GO:0030195	28	19	0.138636363636364
POSITIVE REGULATION OF ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0046638	28	19	0.138636363636364
VASCULOGENESIS%GOBP%GO:0001570	28	19	0.138636363636364
NEGATIVE REGULATION OF HEMOSTASIS%GOBP%GO:1900047	28	19	0.138636363636364
NEGATIVE REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903035	45	28	0.13919395465995
PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120031	312	155	0.139748743718593
MYELOID CELL DIFFERENTIATION%GOBP%GO:0030099	97	54	0.140300751879699
CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM%REACTOME%R-HSA-1793185.1	47	29	0.141845386533666
LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002285	47	29	0.141845386533666
SIGNALING BY ROBO RECEPTORS%REACTOME%R-HSA-376176.4	200	103	0.143731343283582
POSITIVE REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060193	51	31	0.147252475247525
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728	51	31	0.147252475247525
CELL ADHESION%GOBP%GO:0007155	464	224	0.147272727272727
MITOCHONDRIAL RNA METABOLIC PROCESS%GOBP%GO:0000959	30	20	0.147272727272727
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	30	20	0.147272727272727
RESPONSE TO EXTERNAL BIOTIC STIMULUS%GOBP%GO:0043207	365	179	0.147512195121951
RESPONSE TO OTHER ORGANISM%GOBP%GO:0051707	365	179	0.147512195121951
DNA REPLICATION%GOBP%GO:0006260	143	76	0.147512195121951
REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	81	46	0.148928571428571
HALLMARK_DNA_REPAIR%MSIGDB_C2%HALLMARK_DNA_REPAIR	141	75	0.148928571428571
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS%GOBP%GO:0002822	77	44	0.148928571428571
DERMATAN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050651	14	11	0.148928571428571
REGULATION OF TYPE 2 IMMUNE RESPONSE%GOBP%GO:0002828	14	11	0.148928571428571
MITOCHONDRIAL RNA PROCESSING%GOBP%GO:0000963	14	11	0.148928571428571
POSITIVE REGULATION OF MEMBRANE PROTEIN ECTODOMAIN PROTEOLYSIS%GOBP%GO:0051044	14	11	0.148928571428571
NEGATIVE REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045671	14	11	0.148928571428571
PID_AP1_PATHWAY%MSIGDB_C2%PID_AP1_PATHWAY	59	35	0.148928571428571
AP-1 TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AP-1 TRANSCRIPTION FACTOR NETWORK	59	35	0.148928571428571
CELL PROJECTION ASSEMBLY%GOBP%GO:0030031	315	156	0.149075829383886
NEPHRON DEVELOPMENT%GOBP%GO:0072006	61	36	0.149075829383886
HALLMARK_ESTROGEN_RESPONSE_LATE%MSIGDB_C2%HALLMARK_ESTROGEN_RESPONSE_LATE	192	99	0.15006976744186
PCNA-DEPENDENT LONG PATCH BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 65%5651801	21	15	0.15006976744186
POSITIVE REGULATION OF CELL JUNCTION ASSEMBLY%GOBP%GO:1901890	21	15	0.15006976744186
SUPEROXIDE METABOLIC PROCESS%GOBP%GO:0006801	21	15	0.15006976744186
POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL DIFFERENTIATION%GOBP%GO:0043372	21	15	0.15006976744186
COLLAGEN CATABOLIC PROCESS%GOBP%GO:0030574	21	15	0.15006976744186
TERMINATION OF TRANSLESION DNA SYNTHESIS%REACTOME%R-HSA-5656169.1	32	21	0.15006976744186
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY%GOBP%GO:0043551	32	21	0.15006976744186
G1 S TRANSITION%REACTOME%R-HSA-69206.2	112	61	0.151183294663573
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%REACTOME%R-HSA-1799339.1	108	59	0.156458333333333
EMBRYO DEVELOPMENT ENDING IN BIRTH OR EGG HATCHING%GOBP%GO:0009792	152	80	0.157706422018349
GLOMERULUS DEVELOPMENT%GOBP%GO:0032835	34	22	0.157706422018349
NEGATIVE REGULATION OF CYTOKINE SECRETION%GOBP%GO:0050710	34	22	0.157706422018349
OSSIFICATION%GOBP%GO:0001503	106	58	0.157706422018349
MUSCLE STRUCTURE DEVELOPMENT%GOBP%GO:0061061	186	96	0.157963386727689
REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001817	388	189	0.158424657534247
RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%R-HSA-73933.1	36	23	0.16425
BASE EXCISION REPAIR%REACTOME DATABASE ID RELEASE 65%73884	36	23	0.16425
REGULATION OF CYTOKINE SECRETION%GOBP%GO:0050707	98	54	0.165269058295964
PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY	23	16	0.165269058295964
BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS	23	16	0.165269058295964
CHONDROITIN SULFATE PROTEOGLYCAN BIOSYNTHETIC PROCESS%GOBP%GO:0050650	23	16	0.165269058295964
IMMUNOGLOBULIN MEDIATED IMMUNE RESPONSE%GOBP%GO:0016064	23	16	0.165269058295964
PYRIMIDINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:0072529	23	16	0.165269058295964
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%R-HSA-71291.4	314	155	0.166339285714286
MICROTUBULE-BASED MOVEMENT%GOBP%GO:0007018	180	93	0.166339285714286
POSITIVE REGULATION OF PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0050731	96	53	0.166770601336303
PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009	38	24	0.167057522123894
NEGATIVE REGULATION OF WOUND HEALING%GOBP%GO:0061045	38	24	0.167057522123894
POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635	38	24	0.167057522123894
REGULATION OF MAPK CASCADE%GOBP%GO:0043408	475	228	0.170088105726872
MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692	92	51	0.170088105726872
REGULATION OF HUMORAL IMMUNE RESPONSE%GOBP%GO:0002920	40	25	0.172087912087912
BIOCARTA_STATHMIN_PATHWAY%MSIGDB_C2%BIOCARTA_STATHMIN_PATHWAY	16	12	0.173362255965293
FORMATION OF ATP BY CHEMIOSMOTIC COUPLING%REACTOME DATABASE ID RELEASE 65%163210	16	12	0.173362255965293
SCAVENGING BY CLASS A RECEPTORS%REACTOME DATABASE ID RELEASE 65%3000480	16	12	0.173362255965293
HEMATOPOIETIC PROGENITOR CELL DIFFERENTIATION%GOBP%GO:0002244	16	12	0.173362255965293
HYDROGEN PEROXIDE METABOLIC PROCESS%GOBP%GO:0042743	16	12	0.173362255965293
POSITIVE REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032753	16	12	0.173362255965293
MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032943	25	17	0.176516129032258
REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045622	25	17	0.176516129032258
DNA STRAND ELONGATION%GOBP%GO:0022616	25	17	0.176516129032258
POSITIVE REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2000516	25	17	0.176516129032258
REGULATION OF BONE MINERALIZATION%GOBP%GO:0030500	46	28	0.18134903640257
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107	78	44	0.18134903640257
ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253	304	150	0.181691022964509
SIGNALING BY PDGF%REACTOME%R-HSA-186797.3	48	29	0.181691022964509
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GOBP%GO:0022613	326	160	0.181691022964509
BIOCARTA_IL17_PATHWAY%MSIGDB_C2%BIOCARTA_IL17_PATHWAY	11	9	0.181691022964509
TRNA 5'-END PROCESSING%GOBP%GO:0099116	11	9	0.181691022964509
DERMATAN SULFATE BIOSYNTHETIC PROCESS%GOBP%GO:0030208	11	9	0.181691022964509
OUTER DYNEIN ARM ASSEMBLY%GOBP%GO:0036158	11	9	0.181691022964509
EPITHELIAL CILIUM MOVEMENT%GOBP%GO:0003351	11	9	0.181691022964509
NEGATIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032695	11	9	0.181691022964509
HYDROGEN PEROXIDE CATABOLIC PROCESS%GOBP%GO:0042744	11	9	0.181691022964509
NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)%REACTOME DATABASE ID RELEASE 65%975957	109	59	0.181691022964509
NONSENSE-MEDIATED DECAY (NMD)%REACTOME%R-HSA-927802.2	109	59	0.181691022964509
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	54	32	0.18388090349076
BONE DEVELOPMENT%GOBP%GO:0060348	54	32	0.18388090349076
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	66	38	0.18388090349076
CONNECTIVE TISSUE DEVELOPMENT%GOBP%GO:0061448	64	37	0.18388090349076
NEGATIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050868	60	35	0.18388090349076
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%R-HSA-389958.2	27	18	0.18388090349076
NEGATIVE REGULATION OF SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:0048662	27	18	0.18388090349076
CHONDROITIN SULFATE METABOLIC PROCESS%GOBP%GO:0030204	27	18	0.18388090349076
MYELOID CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002275	430	207	0.188114754098361
CELL-SUBSTRATE ADHESION%GOBP%GO:0031589	103	56	0.189570552147239
NABA_SECRETED_FACTORS%MSIGDB_C2%NABA_SECRETED_FACTORS	205	104	0.194545454545455
CHONDROITIN SULFATE PROTEOGLYCAN METABOLIC PROCESS%GOBP%GO:0050654	29	19	0.194545454545455
DEFENSE RESPONSE TO GRAM-POSITIVE BACTERIUM%GOBP%GO:0050830	29	19	0.194545454545455
NEURON RECOGNITION%GOBP%GO:0008038	18	13	0.194545454545455
POSITIVE REGULATION OF VASCULAR SMOOTH MUSCLE CELL PROLIFERATION%GOBP%GO:1904707	18	13	0.194545454545455
REGULATION OF VASCULAR PERMEABILITY%GOBP%GO:0043114	18	13	0.194545454545455
RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0009607	382	185	0.199596774193548
BLOOD CIRCULATION%GOBP%GO:0008015	188	96	0.200200400801603
NEGATIVE REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071901	95	52	0.200200400801603
NEGATIVE REGULATION OF SECRETION%GOBP%GO:0051048	95	52	0.200200400801603
POSITIVE REGULATION OF CYTOKINE BIOSYNTHETIC PROCESS%GOBP%GO:0042108	31	20	0.202994011976048
DETERMINATION OF HEART LEFT/RIGHT ASYMMETRY%GOBP%GO:0061371	31	20	0.202994011976048
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	89	49	0.20796812749004
PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM%GOBP%GO:0070972	114	61	0.210714285714286
NEGATIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030178	114	61	0.210714285714286
G ALPHA (S) SIGNALLING EVENTS%REACTOME%R-HSA-418555.6	85	47	0.213861386138614
NEGATIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043409	112	60	0.215217391304348
T CELL RECEPTOR SIGNALING PATHWAY%GOBP%GO:0050852	83	46	0.2162109375
ERK1 ERK2 PATHWAY%REACTOME DATABASE ID RELEASE 65%5684996	195	99	0.2162109375
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	165	85	0.2162109375
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	20	14	0.2162109375
